cid,text,time,author,channel,votes,replies,photo,heart,time_parsed,video_url
UgzPbXAAE4v6JjVQpSN4AaABAg.99EUVl6vYKs99dd9TN9qYm,Masallah my brother.May u become piast and be a strong muslim believer inshallah👐,5 years ago,@zuzuonthatbeat,UCFPxBevkgu8Ohv3VZ3m8_DA,4,,https://yt3.ggpht.com/wXUwWv692V0fICkl41UaLwkMfW541jZ25Ppq880aBL8wfQ6q3EDpcyVTeMPSf-BOjlRoLecvnJE=s88-c-k-c0x00ffffff-no-rj,False,1614500764.268181,https://www.youtube.com/watch?v=INIG636SnU4
UgzPbXAAE4v6JjVQpSN4AaABAg.99EUVl6vYKs9JoBkQdrrZg,Ex Muslim and now I am an Atheist.,5 years ago,@shirazkhan1841,UCWRrZM4jyZjwU2zQAmTWPbw,0,,https://yt3.ggpht.com/ytc/AIdro_kKmGn7EWNdaeQIBN5n4gPIG6glxus_ClelEEfnHBI=s88-c-k-c0x00ffffff-no-rj,False,1614500764.270853,https://www.youtube.com/watch?v=INIG636SnU4
UgyyA1g50P8z3gbSwrB4AaABAg.AFMhM9ScHMUAFhjuAC12Va,الحمد لله🙏🙏🙏❤❤🫂🫂❤❤,11 months ago,@محمد-ي5س9ح,UCLgwv-XpS3kgy7lN66dsb2Q,8,,https://yt3.ggpht.com/ytc/AIdro_mDB_spGybGFDRl9FXgZUbiwgbCI3taY1k5SU5uRyrJVMk=s88-c-k-c0x00ffffff-no-rj,False,1743150364.496205,https://www.youtube.com/watch?v=INIG636SnU4
UgyyA1g50P8z3gbSwrB4AaABAg.AFMhM9ScHMUAJi2R2l4mR2,May Allah bless you,8 months ago,@FarhanKhan-FatimaKhan,UCJ2vzGqk6A-sQ7yQ0cSgAgg,5,,https://yt3.ggpht.com/JNQt6Fp62rx9BmUj4yxlR2-NxRKNkHUm3O3nDZAeBr0kHsQzQFn13sRIXfJQsUV_I6CXJN5eug=s88-c-k-c0x00ffffff-no-rj,False,1751099164.500365,https://www.youtube.com/watch?v=INIG636SnU4
UgyyA1g50P8z3gbSwrB4AaABAg.AFMhM9ScHMUAKFvrwDSbQs,Welcome brother🥺❤️!,7 months ago,@astroetro,UCOe28P70afaEiETv19Xp5Zg,3,,https://yt3.ggpht.com/jRa4nktBWxCpIyOP7LNQz-8ZWf06iz-pXvabktZZoJGiGSTjE_QDprN7SiLbj-UXX0K4Cp7GbcI=s88-c-k-c0x00ffffff-no-rj,False,1753691164.504494,https://www.youtube.com/watch?v=INIG636SnU4
UgyyA1g50P8z3gbSwrB4AaABAg.AFMhM9ScHMUAL_TlxmMw3v,AllahuAkbar,6 months ago,@Humble_33,UCKJ9-od541ak5Vyof9raDvw,1,,https://yt3.ggpht.com/bOOCiU5HgX-mAqw9S1btEaAKoMBfXGkHbSeit4wY-xywvZgb8Lq0_aeUoF7zAHMEYauRimzrvQ=s88-c-k-c0x00ffffff-no-rj,False,1756369564.508524,https://www.youtube.com/watch?v=INIG636SnU4
UgyyA1g50P8z3gbSwrB4AaABAg.AFMhM9ScHMUAOr4TdBKJIg,"Alhamdulillah irmão agradeça a Deus, porque ele te tirou das trevas., Aliás aliás Allah leva a quem ele quer para o isslam.",3 months ago,@AbdulcadreHaji-d9c,UCkvIml5HLGjixdxNVnKoXkw,1,,https://yt3.ggpht.com/ytc/AIdro_mIq3VHfPUrGhS9seKsJqeGzc2vC6doz0-nM2OENLkRxafGhMnaFzOjB0stCwcIPBngbw=s88-c-k-c0x00ffffff-no-rj,False,1764318364.512734,https://www.youtube.com/watch?v=INIG636SnU4
UgyyA1g50P8z3gbSwrB4AaABAg.AFMhM9ScHMUAOZpklJQ0Kl,Masha Allah... Allahu Akbar,4 months ago,@MehnaVP,UCcRygGuCH4rT9SxnNFI_gzQ,0,,https://yt3.ggpht.com/ytc/AIdro_nQnix-VeJ6EdB4XIG9FFgrkb8_vpSDP2Ft1Cp8cNbPAPogyXsBLaYw96po1fV2IWNUFw=s88-c-k-c0x00ffffff-no-rj,False,1761639964.516794,https://www.youtube.com/watch?v=INIG636SnU4
UgyyA1g50P8z3gbSwrB4AaABAg.AFMhM9ScHMUAQK8CcOkUnE,Write Alhamdulillah,2 months ago,@zeeshansaiyed8453,UCLKs1SqHSfT9zFqM5c5pzhw,0,,https://yt3.ggpht.com/ytc/AIdro_mPytmwWxsYJtWB6B5iNXwXSfplWzx8iD3UREgcJ54=s88-c-k-c0x00ffffff-no-rj,False,1766910364.520773,https://www.youtube.com/watch?v=INIG636SnU4
UgyyA1g50P8z3gbSwrB4AaABAg.AFMhM9ScHMUAQo8olJn3NN,Mashallah,2 months ago,@maxomimaxomii,UCJEFsRqPC6hcEqjO7Q_LplA,0,,https://yt3.ggpht.com/CeqvspjQWZEIXV2on86lNvMqCLYy9oTUbWFP-rsHIM6oCmX-NEy2Xnaes6NxCCJiFwFPYYZw=s88-c-k-c0x00ffffff-no-rj,False,1766910364.524824,https://www.youtube.com/watch?v=INIG636SnU4
UgyyA1g50P8z3gbSwrB4AaABAg.AFMhM9ScHMUARWiYzRbmw2,Allahhumma barik brother 😊,1 month ago,@dark_knight567,UCQAC5TpduwjcGz-QC7Oja3Q,0,,https://yt3.ggpht.com/ytc/AIdro_nsY7Wz66Qkthpw8X7S-QjH6rLsZ8W4MCt8yLMHraVlOilDEr_euLO-DWFfReOv4gst5w=s88-c-k-c0x00ffffff-no-rj,False,1769588764.528893,https://www.youtube.com/watch?v=INIG636SnU4
UgyyA1g50P8z3gbSwrB4AaABAg.AFMhM9ScHMUARo3GYkGbug,Inshallah,1 month ago,@shahmirusmani,UCNpFkONBZ409C7Y_0nbu1uQ,0,,https://yt3.ggpht.com/J2URhWTQaawY3IVAmbJhGBkSQZjHBDAEITES3NywVd69C5OI1ySyN6A8rMBiNMTB4DLENNIla60=s88-c-k-c0x00ffffff-no-rj,False,1769588764.533708,https://www.youtube.com/watch?v=INIG636SnU4
UgyyA1g50P8z3gbSwrB4AaABAg.AFMhM9ScHMUASYeSHFm6Ld,Welcome brother!,4 weeks ago,@ReemS-n7f,UC_WxvDnkTkKCeZB1IyXIpkQ,0,,https://yt3.ggpht.com/ytc/AIdro_ktgf3psRkAgKqgtBrHqhFCpTwn8CtlBGMPzkRqQ28gVAm_OArHXAgXv_ztPUnBWg1sIA=s88-c-k-c0x00ffffff-no-rj,False,1769847964.720001,https://www.youtube.com/watch?v=INIG636SnU4
UgyyA1g50P8z3gbSwrB4AaABAg.AFMhM9ScHMUASnDlO5o0Ve,May Allah bless you,3 weeks ago,@scarl3t414,UCZuzAEtsa4wQPI19YzkEm3Q,0,,https://yt3.ggpht.com/ErmY5c0cDf3IVvljqbo-h6L6PsdkbQaFVzHydldwt9Fo5qsFQHYACEAIjYswOa8hW5fer0dLYG0=s88-c-k-c0x00ffffff-no-rj,False,1770452764.721788,https://www.youtube.com/watch?v=INIG636SnU4
UgyyA1g50P8z3gbSwrB4AaABAg.AFMhM9ScHMUAT7x_ReHuwf,😂😂😂😂😂,2 weeks ago,@Kyuui-h5f,UC2VlBQvS21JDMSXhAYiCeHw,0,,https://yt3.ggpht.com/ytc/AIdro_kgo5-MnM8oZR7nY16V-tDL5_A6dKIJoQqTwiqSgTbZYwwthXx2pd4s6k-o2cXayo3jJA=s88-c-k-c0x00ffffff-no-rj,False,1771057564.723698,https://www.youtube.com/watch?v=INIG636SnU4
UgyyA1g50P8z3gbSwrB4AaABAg.AFMhM9ScHMUATPlMp0fhxj,"Welcome to this beautiful religion, the more you learn the more you will be amazed in sha Allah. May Allah guide you and bless you, ameen",8 days ago,@isratuljannatmim4682,UCybcWuPyn2jP6Sj198OZCXQ,0,,https://yt3.ggpht.com/ytc/AIdro_lFLiq_dzZoWD9jrI2nDqXR2CPkiwnaQh9nZ9pSnfw=s88-c-k-c0x00ffffff-no-rj,False,1771575964.725285,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8v2zCJZoZ6L,Because it's a teaching of Islam that every time you call a name of a prophet you must say Peace Be Upon Him/Them with it. It is obligatory for every Muslim.,6 years ago,@naumanafzal92,UCEox2hEl-X5RBuwqBjdcHUA,896,,https://yt3.ggpht.com/ytc/AIdro_nZ8XkQECyL9PciQJ_Q_T4IjqixxEFW8A_zwI_uh21hSSI=s88-c-k-c0x00ffffff-no-rj,False,1582878365.0859,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e999IvCRulFX,Nauman Afzal you disrespect propehts because our prophets are already in peace .,5 years ago,@bhai5744,UC-w4zotK5XMJ4BcIYx_318g,3,,https://yt3.ggpht.com/ytc/AIdro_mvnB9tv7mQDh950dck7GRwRO_8XMANUdtmQvKI2HQ=s88-c-k-c0x00ffffff-no-rj,False,1614500765.087733,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6eA6_9HvWEzH1, @naumanafzal92 its respectful that’s why,1 year ago,@islamic_Akhi25,UC95-gAN9JI1nVf6Y2rkzQEw,0,,https://yt3.ggpht.com/6Y3ByMNDxJaBoBwFBR1q-mfDx2ndclijt_P3W2F-FbYfU5bx4g_RZRzNQ68QMuMBCUDHD53FEQs=s88-c-k-c0x00ffffff-no-rj,False,1740731165.08936,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8wbDiF21EuT, @naumanafzal92  isnt it only obligatory for Muhammads name? (pbuh),6 years ago,@banki8008,UCPGOdKnBLHImhwR0JrWx8bg,66,,https://yt3.ggpht.com/ytc/AIdro_lee4P99k2rzcJsmuzxgFVi_1gc02MOR9igYpbECkje9g=s88-c-k-c0x00ffffff-no-rj,False,1582878365.09122,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8yepwwaScv1,"Linn we muslims treat and respect Jesus(pbuh) ,Moses (pbuh)and all other prophets just like Muhammad (pbuh).",6 years ago,@PeerzadaAbubakarEjazQasim,UCFAESqm3V83-ITjHZMBc9sw,30,,https://yt3.ggpht.com/ytc/AIdro_l8vDZu2QORCyBo_jAuzH9HxYv7SVDSC32Y5uEnvULDuH0=s88-c-k-c0x00ffffff-no-rj,False,1582878365.092904,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6eA1bRJVWTNUN, @PeerzadaAbubakarEjazQasim  you don't listen to prophet stop lieing . Moses said 10 commandments  not 5 pillars of Islam .,1 year ago,@ydlbm,UCYhXorXw0GNSdg310OmoqqA,1,,https://yt3.ggpht.com/ytc/AIdro_lMW3Uwm2Os3tWBQNugPrznFkkCNfZOVTlwPxQbmiTxyAc=s88-c-k-c0x00ffffff-no-rj,False,1740731165.094537,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8xIMpRCkrXt,'Alayhi Salam for every prophet except Muhammad (saw) and for Muhammad it is Salla lahu 'Alayhi Wa Salam,6 years ago,@unknownrealist5374,UC5P0F6TVDZHxdfGEdOOfBFQ,99,,https://yt3.ggpht.com/ytc/AIdro_nOHa6JhzS1C_6ipvRaUuUiA1tJS6lXcD4eygYP_imtfA=s88-c-k-c0x00ffffff-no-rj,False,1582878365.096104,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8xJwgHPrXNr," @unknownrealist5374  No honey it is for every prophet not just Muhammed (saw).You can say (Salla lahu 'Alayhi Wa Salam) for each and every prophet and (Alayhi Salam) you can say it to anyone really either prophets, prophet wives or godly women or men that made a righteous difference in the world. 
Thank You.",6 years ago,@sanag7632,UCG9G26WP0cXBNbZDBzrjNkw,102,,https://yt3.ggpht.com/ytc/AIdro_kXMORqJzV0TbIoAuQK0kdb23tZSbNdmnWujwI4gkg=s88-c-k-c0x00ffffff-no-rj,False,1582878365.097694,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e9JYiFRKBof2," @unknownrealist5374  yes you pray to muhammad, sallalahu rootword salat!",5 years ago,@michielvdvlies3315,UCea2yu_k3E1A8txsiXOiFew,0,,https://yt3.ggpht.com/uavBNC_Bm2bW6EPTm2cd08eIdre2NFrLsLoWj_VoZMV98n9xHumhPfZsvPcZoxD0Fb46NW4W=s88-c-k-c0x00ffffff-no-rj,False,1614500765.099262,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6eADTRhyDcyDy,​@unknownrealist5374it makes no difference because all the prophets were ours and we love them with all of our soul equally,1 year ago,@SA-dt2cd,UClTywK1jSMgR-W5tnwfPpew,0,,https://yt3.ggpht.com/ytc/AIdro_mnfCau8X6w5EKbtbHRq3-iELnYW7MyKmsCx76evs-SqnA=s88-c-k-c0x00ffffff-no-rj,False,1740731165.100824,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8yDp8CUXEsu,That is a must in Islam.,6 years ago,@YasserAljohani,UC3RorkNsbKT_sXXruJgTA3A,16,,https://yt3.ggpht.com/ytc/AIdro_lTjfx0N1WE44_u5sNePFxiizlyzDZietiu9aCNZ8C6oyg=s88-c-k-c0x00ffffff-no-rj,False,1582878365.447254,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8xLMQ380cct,"islam respects everyone 
no muslim if u don't beleive nd love prophets if u hate one prophet u re not true muslim",6 years ago,@falkhal6848,UCOX7FkFU_Oveq9s6i_fgEjA,67,,https://yt3.ggpht.com/ytc/AIdro_nwd9engm74LOrkgK5bepmpXqaKtFJ32rxfO-qOnDmSwg=s88-c-k-c0x00ffffff-no-rj,False,1582878365.449104,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8zP1StoSR0N, @falkhal6848  and in what position are you to say (you are no muslim) are you Allah (swt)? Correct yourself before you believe your wrong thoughts.,6 years ago,@MadaraUchiha-fh1vr,UCml1Vytl7_Bb3oHxEYJxFHw,1,,https://yt3.ggpht.com/ytc/AIdro_kleq2CHiODehaCbiUrR8A3ZK07c-tqkqx1nX0gW30MRQ=s88-c-k-c0x00ffffff-no-rj,False,1582878365.450726,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e9JRRcr8OpH9, @falkhal6848  read surah 98:6 allah calls Jews and Christians the worst of creatures!,5 years ago,@michielvdvlies3315,UCea2yu_k3E1A8txsiXOiFew,0,,https://yt3.ggpht.com/uavBNC_Bm2bW6EPTm2cd08eIdre2NFrLsLoWj_VoZMV98n9xHumhPfZsvPcZoxD0Fb46NW4W=s88-c-k-c0x00ffffff-no-rj,False,1614500765.452294,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8ziP8mORHuZ, daniel albo  and you must be talking about isis. If you don't know isis and Islam Is two different things then boy.. You've been reading too many Donald Trump supporter's articles buddy 👍👌,6 years ago,@AllegationHunter,UCSs4jjXXZe37dfoQcU17tTg,11,,https://yt3.ggpht.com/C477BKG4paUPEw4_7HJFpZh1QpK6fyGjYMxU6oLEW-Z1gGTuyZWgPL95wYh02Nyfw_l1C0gSMQ=s88-c-k-c0x00ffffff-no-rj,False,1582878365.453863,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8zeY9oiI55m," @BobHaughey-z4j  oh really? Jesus is alll that suddenly? What proof do you have ;O

I never saw Jesus say he's God or lord and savoir. I only heard the church call him. That

And you just saying it is like a hindu saying there is no lord but this this cow our savior and whoever eats beef dies


You need to prove it

I personally have logical reason and facts that make Jesus a human being (a prophet tho) not a God",6 years ago (edited),@AllegationHunter,UCSs4jjXXZe37dfoQcU17tTg,8,,https://yt3.ggpht.com/C477BKG4paUPEw4_7HJFpZh1QpK6fyGjYMxU6oLEW-Z1gGTuyZWgPL95wYh02Nyfw_l1C0gSMQ=s88-c-k-c0x00ffffff-no-rj,False,1582878365.455387,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e9JYj-vANFvS," @AllegationHunter  Jesus is God! all the prophets wrote about Him! so you want to hear Jesus say ""i am God""? can you show me where in the quran isa said ""i am the messiah (al masih)""???",5 years ago,@michielvdvlies3315,UCea2yu_k3E1A8txsiXOiFew,1,,https://yt3.ggpht.com/uavBNC_Bm2bW6EPTm2cd08eIdre2NFrLsLoWj_VoZMV98n9xHumhPfZsvPcZoxD0Fb46NW4W=s88-c-k-c0x00ffffff-no-rj,False,1614500765.456955,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8ze_ZlNeN1Z, @BobHaughey-z4j  and some people in the Muslim groups were fake Muslims just to spy so they went to they Christians and jews to give them information and that's for the 2nd Aya you gave,6 years ago,@AllegationHunter,UCSs4jjXXZe37dfoQcU17tTg,7,,https://yt3.ggpht.com/C477BKG4paUPEw4_7HJFpZh1QpK6fyGjYMxU6oLEW-Z1gGTuyZWgPL95wYh02Nyfw_l1C0gSMQ=s88-c-k-c0x00ffffff-no-rj,False,1582878365.458498,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8zed0DSvrjb," @BobHaughey-z4j   Bob Haughey  however you and me. CAn agree Jesus never tought people to kill right? Jesus was one of the nicest people God ever made

If you can proof these things here wrong then you'll make me a Christian brother :D


1) Jesus never claimed to be God

2) Jesus prayed like a Muslim exactly and prayed 5 times a day

3) Jesus called God my father like Muslims with no parents

4) the Bible has countless errors and mistakes

5).the Bible is man made and it has thousands of errors

6) Jesus said I my self can do nothing without the one and only God

7) Jesus said there's only one God, never said a thing about there being 3. And not 3 in one. He only said one, the church said 3 in 1

8) Jesus said there will be another messenger coming the truth to guide them the spirit of truth (Muhammad)

9) almost all Christians are too convinced have no reason to believe what they believe and that's kinda why people don't take Christianity seriously

10) the one who was on the cross said o my lord o my lord why have you forsaken me if it was Jesus then whyd he say that?

11) why do you think the Bible should be trusted? Just because you claim. It's the word of God Im not gonna trust it. Give me proof

12) almost all Christians are blinded and close minded",6 years ago,@AllegationHunter,UCSs4jjXXZe37dfoQcU17tTg,7,,https://yt3.ggpht.com/C477BKG4paUPEw4_7HJFpZh1QpK6fyGjYMxU6oLEW-Z1gGTuyZWgPL95wYh02Nyfw_l1C0gSMQ=s88-c-k-c0x00ffffff-no-rj,False,1582878365.460149,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8ziP1DrUW7P," daniel albo  sure... Why did not a single Muslim say he was joined by force, I only see people who claimed to be Muslims but were actually never Muslim 🤣👏",6 years ago,@AllegationHunter,UCSs4jjXXZe37dfoQcU17tTg,5,,https://yt3.ggpht.com/C477BKG4paUPEw4_7HJFpZh1QpK6fyGjYMxU6oLEW-Z1gGTuyZWgPL95wYh02Nyfw_l1C0gSMQ=s88-c-k-c0x00ffffff-no-rj,False,1582878365.461698,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8zedS_cXx_y," @BobHaughey-z4j  🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪 Of course, why not have some cookies? We're human beings yea?  Do you like cookies with milk?",6 years ago,@AllegationHunter,UCSs4jjXXZe37dfoQcU17tTg,4,,https://yt3.ggpht.com/C477BKG4paUPEw4_7HJFpZh1QpK6fyGjYMxU6oLEW-Z1gGTuyZWgPL95wYh02Nyfw_l1C0gSMQ=s88-c-k-c0x00ffffff-no-rj,False,1582878365.463255,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8yT-o9XFHHE,S.A.W,6 years ago,@hassanjunior2048,UCGwdq7qvBYrZ9nqT6yKqWPg,3,,https://yt3.ggpht.com/ytc/AIdro_m0KqKm21YLK_1haKr3sntPW7gMvJmLoJ_KlMYTuLrWn-I=s88-c-k-c0x00ffffff-no-rj,False,1582878365.464796,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8zdGznCWxYu," @BobHaughey-z4j  o Nah nah, nah. I've read all. The comments you said about Islam, want me to. Debunk all. You. Say? Ask me everything. About Islam


And don't mind the random dots yeah I keep clicking them. By mistake and I'm lazy to go. Back and erase them alright? I just wanna debate and reply to comments while eating cookies yea? Want some? I always share cookies",6 years ago,@AllegationHunter,UCSs4jjXXZe37dfoQcU17tTg,3,,https://yt3.ggpht.com/C477BKG4paUPEw4_7HJFpZh1QpK6fyGjYMxU6oLEW-Z1gGTuyZWgPL95wYh02Nyfw_l1C0gSMQ=s88-c-k-c0x00ffffff-no-rj,False,1582878365.466378,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8zslA5-K6I8,@David Hernandez hey David. Read the conversation up there yea? This guy kept avoiding my question and evidence and repeated him self. Do you seriously think after all that his comments deserve to be read?,6 years ago (edited),@AllegationHunter,UCSs4jjXXZe37dfoQcU17tTg,3,,https://yt3.ggpht.com/C477BKG4paUPEw4_7HJFpZh1QpK6fyGjYMxU6oLEW-Z1gGTuyZWgPL95wYh02Nyfw_l1C0gSMQ=s88-c-k-c0x00ffffff-no-rj,False,1582878365.696384,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8zu2nCLNemn," @BobHaughey-z4j  please consider to stay out of. This, you avoided everything, litterly everything. So please just read. Study. Then speak. Not just speak. Thank you. I told you to be respectful at first and you started being unbelievably rude. Good day brother, may ALLAH bless you",6 years ago,@AllegationHunter,UCSs4jjXXZe37dfoQcU17tTg,3,,https://yt3.ggpht.com/C477BKG4paUPEw4_7HJFpZh1QpK6fyGjYMxU6oLEW-Z1gGTuyZWgPL95wYh02Nyfw_l1C0gSMQ=s88-c-k-c0x00ffffff-no-rj,False,1582878365.698146,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8zu2TeUJebt,"@David Hernandez I apologize I have not seen your comments, I am debating with 8 different people at the same time so it's a bit hard for me to follow up",6 years ago (edited),@AllegationHunter,UCSs4jjXXZe37dfoQcU17tTg,2,,https://yt3.ggpht.com/C477BKG4paUPEw4_7HJFpZh1QpK6fyGjYMxU6oLEW-Z1gGTuyZWgPL95wYh02Nyfw_l1C0gSMQ=s88-c-k-c0x00ffffff-no-rj,False,1582878365.699761,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8zu35c-LKYu,"@David Hernandez oh I see. Well I don't wanna admit that front of. Bob there. But since he likes to make the most ridiculous of claims and for false reasons, I decided to do the same. Witch is somthing I watched in a video back then so. I thought I'd do it to. Bob. And you can see it worked. He got really butt hurted and started copie pasting about me saying I'm filled with lies when in reality he's the one doing the very same, I copied him once. He exploded, shows. His personality",6 years ago (edited),@AllegationHunter,UCSs4jjXXZe37dfoQcU17tTg,2,,https://yt3.ggpht.com/C477BKG4paUPEw4_7HJFpZh1QpK6fyGjYMxU6oLEW-Z1gGTuyZWgPL95wYh02Nyfw_l1C0gSMQ=s88-c-k-c0x00ffffff-no-rj,False,1582878365.701321,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8zwj1H-rjav,"@David Hernandez I'm sorry if any muslim treated you wrongfully, we're seeing what's happening to other Muslims getting mocked stabbed murdered and etc so a small amount of Muslims seem to... Have a bad view of others, because of emotional reasons.

And the way that Muslim acted is sinful. Whoever defends Islam that way could go to jail for a week or so. Depends on what he's done, because we're already getting enough hate from people, so all we have to do is respond to evil with good. And these are the prophet Muhammads words",6 years ago (edited),@AllegationHunter,UCSs4jjXXZe37dfoQcU17tTg,2,,https://yt3.ggpht.com/C477BKG4paUPEw4_7HJFpZh1QpK6fyGjYMxU6oLEW-Z1gGTuyZWgPL95wYh02Nyfw_l1C0gSMQ=s88-c-k-c0x00ffffff-no-rj,False,1582878365.702911,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8zizT_8vydY,"@David Hernandez not true at all, but that's a HUGE factor. Beam me up scotty!!!",6 years ago (edited),@fiyahflysugahigh,UCw6p4bRILbvlhvsVk5PApmQ,1,,https://yt3.ggpht.com/ytc/AIdro_l9ilu80LGrRVeLNCTzkzHj6QObNynOYMsCT0xnZd1Icu8=s88-c-k-c0x00ffffff-no-rj,False,1582878365.704566,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8zu2L516uf5,"@David Hernandez it seems to me that you're using logic and reasoning, witch is amazing. Unlike most Christians who just claim God spoke to them, when in reality their own Bible says God wouldn't,",6 years ago (edited),@AllegationHunter,UCSs4jjXXZe37dfoQcU17tTg,1,,https://yt3.ggpht.com/C477BKG4paUPEw4_7HJFpZh1QpK6fyGjYMxU6oLEW-Z1gGTuyZWgPL95wYh02Nyfw_l1C0gSMQ=s88-c-k-c0x00ffffff-no-rj,False,1582878365.706205,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e98qfBiMCclZ,This is obligatory for a muslim to respect Our Prophet(PUBH) this way.,5 years ago,@BetterThanBefore-yt,UCHSJA58Eq1wFGfZL06as__w,1,,https://yt3.ggpht.com/KmjYf6iHhEubrQz5_RQJatQIu6PNTlEm9E4rbuqvqbodfBS1PXFBq8m1a_-XFSpD1b5k9B7VZw=s88-c-k-c0x00ffffff-no-rj,False,1614500765.707781,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6eA3d94r9MRnD,❤,1 year ago,@faizihzafailasuf,UCitR0LSLQsG4OhfuhM41moQ,1,,https://yt3.ggpht.com/7qkQjV2Zp1nQtAfC26wnYmQ71ogBaEEKF7Sika88R87FyObG2JMzUkBXgt-wZI4TaA2QCcQY=s88-c-k-c0x00ffffff-no-rj,False,1740731165.709299,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8zhFvctaC7d, @AllegationHunter  😂👍,6 years ago,@ilhamh4359,UC8XI-ksHAt_icf04ufVX-qA,0,,https://yt3.ggpht.com/ytc/AIdro_mZzjaFWO3ERHeW_NTbGR9krDcjdc7r2AlDvCd1Jds=s88-c-k-c0x00ffffff-no-rj,False,1582878365.710853,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg.8uZ4ZursF6e8ziMuOyEAg0,@David Hernandez you're true there's some people who did this.but im not.i mean not everyone did it for that,6 years ago (edited),@fredericchopin3628,UCEoG6Bz5EHrmebDH4vOICRg,0,,https://yt3.ggpht.com/OPiBiDMzB_wWdbXl6hxn7imqt513CbH5_McGnoefNW5j0j8megUwXWJt_KKs7PzLxNPX9pdcWw=s88-c-k-c0x00ffffff-no-rj,False,1582878365.950821,https://www.youtube.com/watch?v=INIG636SnU4
