cid,text,time,author,channel,votes,replies,photo,heart,time_parsed,video_url
UgyVZ_G2WTsKLXY5ybZ4AaABAg,"1st day of Ramadan 2026 , who is here ?",9 days ago,@kama7840,UCQJynj0wD_WGyklMwP197jQ,465,31,https://yt3.ggpht.com/ytc/AIdro_lyuYScis04deoPlP3-UfpHZ1Hk8iTIUeCItE3gmsc=s88-c-k-c0x00ffffff-no-rj,False,1771489552.553905,https://www.youtube.com/watch?v=INIG636SnU4
UgzmUQb0el9h1RSFkn54AaABAg,I took my shahada today alhamdulliah 🤲,1 year ago,@aimie2353,UCgeb1GwBCY-JU4D5848dfAQ,7.5K,157,https://yt3.ggpht.com/cZDH4NRLXUqn4v2fCTOlBzsLp7t29NACzxobv1e29wMvI3fej0iWVqyb0YlFOuk3BbusnbyC=s88-c-k-c0x00ffffff-no-rj,False,1740731152.558652,https://www.youtube.com/watch?v=INIG636SnU4
Ugzp_QySgXatfQanwU94AaABAg,I love how the Muslim was able to respond to every question straight away.,5 years ago,@qasplayz6252,UCuo6IlnjSqnV2MLhOeeFauA,11K,86,https://yt3.ggpht.com/DNhxPaTwcuuEtZFZrHCPOc6Z3jvIaED3_cnTN0-RIUj2KcXdZmipgF0TCCJhApnHkU1bBaDvPg=s88-c-k-c0x00ffffff-no-rj,False,1614500752.561606,https://www.youtube.com/watch?v=INIG636SnU4
Ugxs4VfptwUVf5mUF6Z4AaABAg,Who's watching it in 2025 ? MashAllah Omar Suleiman did really good.,1 year ago,@Souchi-ito,UC7PmN3ldsoNCOsO5SYau9Cw,3.4K,27,https://yt3.ggpht.com/ytc/AIdro_mAWUqO0Uc0F7FL3E6XKYSTM-Wyw_7gRSKXdlaifNg=s88-c-k-c0x00ffffff-no-rj,False,1740731152.564491,https://www.youtube.com/watch?v=INIG636SnU4
UgxB70L03a7htmZ-z614AaABAg,Is it just me or the Muslim guys face was radiating with light in the room,5 years ago,@lulitabatta,UCZ_kS1v20HHfryWCBI9uc8w,6.5K,80,https://yt3.ggpht.com/b0ROyftEHDxszAMZF0BtMtm1gf8xEC8oWgowjihPDLdZnxDXXZOD_6wjwmYdxUx3KWwifOSw6uc=s88-c-k-c0x00ffffff-no-rj,False,1614500752.567255,https://www.youtube.com/watch?v=INIG636SnU4
UgzESWtMKq3Z8ENKVj94AaABAg,Muslim guy had the most clarity of the topics discussed and made the most sense.,7 years ago (edited),@Liimr114,UCpEgyJKNPFNJKRwmOiz7-jw,565,1,https://yt3.ggpht.com/ytc/AIdro_nQfakDUmH0Ia9-jczbPmZLMsihQbKS6zETEasPqqE=s88-c-k-c0x00ffffff-no-rj,False,1551342352.570037,https://www.youtube.com/watch?v=INIG636SnU4
Ugze9G_8coOK_5w4I1N4AaABAg,The middle guy has incredible soft fluent way of speaking that captivating my ears,6 years ago,@flower4junsu,UCkr1x2pj0KWZznp1-nl6B1A,471,2,https://yt3.ggpht.com/ytc/AIdro_mQc-_SnjH_kwgLZR238ZghzsGSQ5rlLKX4-C1fdnH8ubo=s88-c-k-c0x00ffffff-no-rj,False,1582878352.572737,https://www.youtube.com/watch?v=INIG636SnU4
UgzEtJ7FMCWjLsq213x4AaABAg,The Muslim guy seems the most educated and knowledgeable,5 months ago,@kayforhouse,UC1KaTGw-BH_pj-I5_S2FXgw,457,4,https://yt3.ggpht.com/yoNomqQIZEbXnvEpxhryV8lmQZYpcTsgw9wdsjEVvNXk9wNkc1kFgobApUhzH2ie9Gr3eOUlyRs=s88-c-k-c0x00ffffff-no-rj,False,1759047952.576826,https://www.youtube.com/watch?v=INIG636SnU4
UgyNdk4pLQb-xkd8Kll4AaABAg,This Imam is awesome he nailed it.,5 years ago (edited),@Vogelstang18,UCAuOBO8EF5yBRisNe6lqF7A,913,5,https://yt3.ggpht.com/ytc/AIdro_kEfjZwcxPh7CYFswDfzmo0vTDF6arrNlM0_m3mTno=s88-c-k-c0x00ffffff-no-rj,False,1614500752.578646,https://www.youtube.com/watch?v=INIG636SnU4
Ugy_Ur655LTQ52ajtQJ4AaABAg,The guy in the middle has some serious knowledge,7 years ago,@savvyaccounts5013,UCVF7taltCqhauQ9zQ0y6LPQ,16K,117,https://yt3.ggpht.com/ytc/AIdro_nXhlvchEg3I2fK8PfxglUD1oO1ty4lSsjykp7je3stQ9c=s88-c-k-c0x00ffffff-no-rj,False,1551342352.580955,https://www.youtube.com/watch?v=INIG636SnU4
UgzPbXAAE4v6JjVQpSN4AaABAg,Revert muslim from PHILIPPINES❤️ Alhamdulillah i took my shahada 2015 in hongkong,5 years ago,@indaysabalitaw3172,UCe1G4dANtIzjzp9rrPVN4mw,6.9K,52,https://yt3.ggpht.com/ytc/AIdro_klHivzqfwbA1k6L7qFJVU12Oxm3xSdJzr4GJqPJHqKvSE=s88-c-k-c0x00ffffff-no-rj,False,1614500752.583661,https://www.youtube.com/watch?v=INIG636SnU4
UgyyA1g50P8z3gbSwrB4AaABAg,I was Hindu from India but now Muslim alhamdulliha ☝️☝️,11 months ago,@TalibKhan-pp5lm,UCnltvkTivZ-RtqmTy8MUJ5w,786,14,https://yt3.ggpht.com/kdjtXZWD_M4xWVVw5BHVwf1Sfg2st5IywySL0N14vTwHHc1ZRd9jW9UqIzbrCe0Cts0PkRi1=s88-c-k-c0x00ffffff-no-rj,False,1743150352.58737,https://www.youtube.com/watch?v=INIG636SnU4
UgzvtEbUUuoJHnZtGjB4AaABAg,Omar respecting the prophets name every time he mentioned them,6 years ago,@xlassyx,UCVkwiUg85k1duS6bUrQqbQg,14K,131,https://yt3.ggpht.com/GPskLwl93o46UkmkpeXTOx8-sK3qHnzWqob_OxnKJiMqfQRJCRHxrzjIqN53oPiEyDiU44ZGIw=s88-c-k-c0x00ffffff-no-rj,False,1582878352.590154,https://www.youtube.com/watch?v=INIG636SnU4
Ugxgv-PUR6OWM7OdWmN4AaABAg,"Imagine how many thousands people converted (revert we say)  to Islam after watching this, and Ustadz Omar get so many rewards by spreading Dakwah through this event. Alhamdulillah",1 year ago (edited),@Berightb4ck,UC-vY37X5a1qmDbmaoqNMhFw,2.6K,20,https://yt3.ggpht.com/I6eiGT6S9bWfJiC7CeGj086YuHYpbJAMNIbkJ2h_8PzPah58jgTExmJVFiWAdsjqVDsyRH_Y=s88-c-k-c0x00ffffff-no-rj,False,1740731152.592992,https://www.youtube.com/watch?v=INIG636SnU4
UgwiBSPljmLUtSOevk94AaABAg,"The guy talking about Islam. Wow, the things he spoke...clear, articulate. I'd be honored to meet him!",7 years ago,@craigronaldinho8279,UClby1qQegAA34OB8uhgr7eA,12K,109,https://yt3.ggpht.com/ytc/AIdro_lA4ErPC0hsoST4bgGrUdVJwkTNNKbF23jud3dNZbg=s88-c-k-c0x00ffffff-no-rj,False,1551342352.595762,https://www.youtube.com/watch?v=INIG636SnU4
UgzzJF9DlXjwcw1ms054AaABAg,The best decision that I made this 2025 is reverting to Islam. SubhanaAllah. ❤,11 months ago,@issssssssssa,UCj5oEMcCy_Q96D7ZBIHdA2A,2.4K,41,https://yt3.ggpht.com/VFWefYC9yLGLJB5d027iL2NoeQgN6Ts3QlG4ldlUl_zE3nlZ0-8bXOs1vgvYDEUE1cRZYqS2=s88-c-k-c0x00ffffff-no-rj,False,1743150352.599521,https://www.youtube.com/watch?v=INIG636SnU4
Ugx5_evMpP1_aqKyyfV4AaABAg,I love how this comment section is so peaceful..,5 years ago,@jawiamustapha2320,UCl0xgg3XM7nb_YgUaEhvxEA,3.7K,11,https://yt3.ggpht.com/ytc/AIdro_lAJ3WLEkaKHNPhHLL5YI2y3ymk7pDFjNfiGpeaxsMYvQ=s88-c-k-c0x00ffffff-no-rj,False,1614500752.60221,https://www.youtube.com/watch?v=INIG636SnU4
Ugz6ps5MJHTy06NJLYx4AaABAg,The muslim man talk with full knowledge! So impressive..,6 years ago,@Ghoost1029,UCi-RMnYbpOg61ByilgYTLTQ,3.5K,5,https://yt3.ggpht.com/ZLthnQteSFaJamGKjJSuOjIcEez4rXa1NdujjUbmy1gLCl4rz3INtLxtJhfyslFeLyRl64jB=s88-c-k-c0x00ffffff-no-rj,False,1582878352.604902,https://www.youtube.com/watch?v=INIG636SnU4
UgwGF1bJ8Shf4LFQZfV4AaABAg,The truth speaks for itself...thumbs up to Omar...,7 years ago,@samwhite6255,UCqX64RgVSCW42e2G0P8_Ibw,929,11,https://yt3.ggpht.com/ytc/AIdro_nHfWmQ03rt6tyMSUjl2UOkA0FvObxrotFbmC3v9qY=s88-c-k-c0x00ffffff-no-rj,False,1551342352.607579,https://www.youtube.com/watch?v=INIG636SnU4
UgzW_Qrlnf6Bohqi4ud4AaABAg,"Muslim guy so well articulated and well spoken, his answers are more convincing",11 months ago,@VillainessAO,UCeY99XaGebcPYmP5NRYC6HA,525,6,https://yt3.ggpht.com/MHo3B60-BvTSl0CQP0ba7LCUbDMQOizvKwZ9FaEWVEHjw7KsItK7FIPRcCr_bUq_AgvjQb7xK60=s88-c-k-c0x00ffffff-no-rj,False,1743150352.611294,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATN5E6Mj5Te,"From east Africa, Ramadan mubarak",9 days ago,@Lmniii,UCCXE4JmpOChhd2Z_Upa-6nA,7,,https://yt3.ggpht.com/3tSSsZaKFo7No3REu4tnrc3fVq-DmNIoQM3jsrlok0zRCS5YbNK6nSG1o9Q9IfpM8t4zQgY1lA=s88-c-k-c0x00ffffff-no-rj,False,1771489552.877578,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATN4vODd1IV,Ramadan in Jordan starts tomorrow - Ramadan Kareem!,9 days ago,@halajaghbeer1205,UCn1Aeaj0aWhkIf7kzf3I6xw,5,,https://yt3.ggpht.com/ytc/AIdro_lzgXsclY8ZOoZ4_UaZUKFB_epHqlzTuCjOjpBe8Qkhs9k=s88-c-k-c0x00ffffff-no-rj,False,1771489552.879329,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATOt15R7n_e,Yepp am here somalian live somalia Ramadan mubarik,9 days ago,@MaryanDacar-z6w4t,UCJkTkZsX03N6hrg5D4p8Ftg,4,,https://yt3.ggpht.com/eDPKgP0XqSzfxAL7mYLo9jYvdIroXimdwPTUE9olJaYei0x4Eo8ETDq99kz80Cr-l00YxrcMIA=s88-c-k-c0x00ffffff-no-rj,False,1771489552.880912,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATj73awdnhh,​ @MaryanDacar-z6w4t  me too girl but from kenya,21 hours ago,@IsmacilMohamed-u7v,UC5cpU6mYqCKEmEbOVF-fA1g,0,,https://yt3.ggpht.com/ytc/AIdro_kGA5P-5Pg3ckSU5VlRG1_fFC18y55u3dDG0Ahmc47IGG1eOkHfbuwB80QnYpNLIXa46g=s88-c-k-c0x00ffffff-no-rj,False,1772191552.882667,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATNCVreFnBb,Ramadan Mubarak,9 days ago,@VeterinaryServices-pp7xy,UC07GHQ5F4yxI928u-B8HuTA,3,,https://yt3.ggpht.com/XU4ja7DYycWXFuKWS3XuDfYQUM1bzoOn4PW22u1CwaFyCorO2Oc9lTniXcB2GXLPcVV71ga6CAM=s88-c-k-c0x00ffffff-no-rj,False,1771489552.8842,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATNG8gI2WZ4,I’m here 😊,9 days ago,@shelleabdullateef9902,UCvg8IvmNAZS8d0lh79YZOFg,3,,https://yt3.ggpht.com/ytc/AIdro_meLtS1C8gl1i7ctdw977aqXq65ZlRYz3nJcpNHxhajLNpRpb2AVHlBghoDuIef2xu6gQ=s88-c-k-c0x00ffffff-no-rj,False,1771489552.885727,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATPW-9SpvV2,a lot of people,8 days ago,@IwaneTheOne,UC-Ov0CnkEzzNl1EnVSrb9Jg,2,,https://yt3.ggpht.com/ytc/AIdro_kWGOY2zL43BkQohHAF2ubCG6ZxCBJ3MFVPoRSNnCPL3skEILciTq3Gatqql3ZDXtWv5A=s88-c-k-c0x00ffffff-no-rj,False,1771575952.887247,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATVx_GTPWns,"3rd day, Alhamdulilah",6 days ago,@DanTMania,UCIxPZruJJE9XgtVngKxx_qw,2,,https://yt3.ggpht.com/_WW-rsIVf9NhM1co9LND_eiLq98VaibEIrHg_84RYE7hY38zJ9qDcyKIjggpyME9beETWR7rdYg=s88-c-k-c0x00ffffff-no-rj,False,1771748752.888791,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATY8GjyY85U,ramadan mubarak,5 days ago,@KMN002,UC8dhmxAEO6JY2PXq-aoFupQ,2,,https://yt3.ggpht.com/IpN6EgYkkabEqCyxU8zqC6EVgCepiqHT2tLI8d3gHPTUSLaSiTq9ZHYcvIta0J3lhvp0_bLR5Q=s88-c-k-c0x00ffffff-no-rj,False,1771835152.890301,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATNI5zWh3Rp,Ramadan Mubarak 😊,9 days ago,@muhammadabdulrahman8432,UCBVDBZ0T2-Fy56lJCVWHrIw,1,,https://yt3.ggpht.com/ytc/AIdro_mEjfcB2fcf-q7ElmrasTN_nh_nh0Fi8GCAhavrE90xJLs=s88-c-k-c0x00ffffff-no-rj,False,1771489552.891836,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATN_xvlWDyx,Here🙋🏾‍♂️🙋🏾‍♂️ Ramadan Mubarak brother/sister,9 days ago,@Deadshot-24899,UC3Fkgd7SV4-UFU3srUFeeXA,1,,https://yt3.ggpht.com/LOVGy1idj273WP5N6yzMun9K7fxAvx2AopWhQ7A35D77VVOdpdxqW44LxBeOQWkCbj28yQFV=s88-c-k-c0x00ffffff-no-rj,False,1771489553.131681,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATNcrvRP0uz,Hello ramadhan mubarrak,9 days ago,@zuckowi,UCXi--pPQva3oYK4cR0Rk3tw,1,,https://yt3.ggpht.com/0Qv9YFr8izDNjbT76PU2LxIrNd9KDqXSdlnM9QsfAug9wVkMgYGDfhA-SCGQZuipLn1sp8shg4s=s88-c-k-c0x00ffffff-no-rj,False,1771489553.133384,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATNdq7wHe8n,"Ramadan mubarak, from finland",9 days ago,@yeeho_k,UCZ6AMlH9fAl13cl2388LiNQ,0,,https://yt3.ggpht.com/ytc/AIdro_nUTady6mePpMRZcJqc2Qv45vPoF51H3x4A2_uGlhyWCoAINfQZ164CB49c7u9yUo6Suw=s88-c-k-c0x00ffffff-no-rj,False,1771489553.135836,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATNhvGPrBLD,ramadan mubarak,9 days ago,@simohayha1234,UCFUsQZ8lB8Kcj2dx0AXbPDw,0,,https://yt3.ggpht.com/ytc/AIdro_kNxgC8ci-CBWVpgP29NvJC7fnjoQOIEMYbxJz7_kKCyq9Hpu32YCOe9EXktnhHN76exg=s88-c-k-c0x00ffffff-no-rj,False,1771489553.138435,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATPGZ3pf4uI,"Yeah, Ramadaan mubarak brothers and sisters❤",8 days ago,@adnoyuusuf5567,UCKjZ23m9lVho73TFgB3qYcg,0,,https://yt3.ggpht.com/ytc/AIdro_m5Mxrqr_A87rwXgptXT4kYqP19KHIQK6AuR_FCSmc=s88-c-k-c0x00ffffff-no-rj,False,1771575953.14013,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATPKzYVlFKK,Me,8 days ago,@isratuljannatmim4682,UCybcWuPyn2jP6Sj198OZCXQ,0,,https://yt3.ggpht.com/ytc/AIdro_lFLiq_dzZoWD9jrI2nDqXR2CPkiwnaQh9nZ9pSnfw=s88-c-k-c0x00ffffff-no-rj,False,1771575953.141767,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATPYRrlArCM,Meeee ☪️☪️☪️✨✨,8 days ago,@SB-qz2ew,UCdkJZnDAC-vDvls-fTKo9gQ,0,,https://yt3.ggpht.com/ytc/AIdro_kZcTTBHrV1yxdQVK_t1T6PXTI_62VJb7VBG_9Q8sxnpw=s88-c-k-c0x00ffffff-no-rj,False,1771575953.143355,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATQKIUFGDqS,"Ramadan Mubark, I wish you a blessed Ramadan, may Allah accept your fasting and obedience, and may He gather us together in His Paradise.",8 days ago (edited),@FehaidAlMarri,UC16BQpuuYaCm3FikDvONydw,0,,https://yt3.ggpht.com/ytc/AIdro_mW0VBEUn5-zkSdndS1ckKTQV9jRAbBwVhGWulLJAKS9uHl=s88-c-k-c0x00ffffff-no-rj,False,1771575953.144934,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATQV-qMw9Ja,😊😊,8 days ago,@lifeonecupat_atime,UCJbkmn0rLfUrDlDowVeOXQw,0,,https://yt3.ggpht.com/PjB2Er7CjE3p3cRFroJL5jhZbIWgHwt_STST2zJoHEcZl6I1Iz1Odsss-KoFCxeXRiuVkpB_oQ=s88-c-k-c0x00ffffff-no-rj,False,1771575953.146437,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATSaD1ftJGY,Meeee,7 days ago,@rainbowheartrainbow,UCipmpJSvpTFkMzqIaP1yw-A,0,,https://yt3.ggpht.com/6Pl-8dTze5gWrY4P66w_VwKfasvKgCTjIAakBBKJxVqJp4ZNoLsNNTHhDGwXdWMVvNp03XXgSQ=s88-c-k-c0x00ffffff-no-rj,False,1771662353.14795,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATU-rwdXMRP,Ramadan Kareem ❤😊,7 days ago,@OmarSabri-gc1fe,UCxkEauu5aDTzJDchMZjPFwg,0,,https://yt3.ggpht.com/CFGAk5Id2m5cqzerFiBL0a_y2DBom6NuQI-6tj8137qrPvlKJq7ydMwTsuGuRQaCzFJgG-PO3h8=s88-c-k-c0x00ffffff-no-rj,False,1771662353.377302,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATUZ8fR1Y_Q,Ramadan Mubarak from Nigeria🇳🇬,6 days ago,@adj_diary,UCErZX9SOZ1X0In2wQsl9kBg,0,,https://yt3.ggpht.com/3l2s0X7p9M9sE44SxLDm25DYTQHYVGI6I1IbhrWb1kj9BKJta4uqDQVUsFpMKna_JBKS43eYSA=s88-c-k-c0x00ffffff-no-rj,False,1771748753.379016,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATW1dgICZFj,Meeeee,6 days ago,@Meryem1618,UCZlbu1P6b8cU3OwsFz0uD1w,0,,https://yt3.ggpht.com/E9K0z0j0brcV2bQre36zcN_phZSFrAS606tWfEAaNS9q_-eyOBcvpFe2IHg9lSQmngxKsghpoQ=s88-c-k-c0x00ffffff-no-rj,False,1771748753.380594,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95AT_7majeft_,Here from somalia 🇸🇴 🙌,4 days ago,@qamar2345-g7d,UC-eALqsBxUptQYyr_mBJ45A,0,,https://yt3.ggpht.com/ytc/AIdro_li9GA9m1Peol-I_DzRsdraYs9Eoc1xh4T9pOwiTpMgIOhn3JJhBC5gGYuvK5NUi97GWg=s88-c-k-c0x00ffffff-no-rj,False,1771921553.382148,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95AT_heynulFJ,Ramadan Mubarak,4 days ago,@SA-fy3je,UCwmme-WXlpTuX-QRI4Qeimg,0,,https://yt3.ggpht.com/ytc/AIdro_mlP6MEg-8P-V17_ceRPQ597pOm7YNaBrZJQdP9Dy5dpQ=s88-c-k-c0x00ffffff-no-rj,False,1771921553.383782,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATeqzehReiM,Alhamdulilah may Allah bring this holy month best of us. Ya Allah,2 days ago,@saidadan2533,UCPxgFnofUqSOpbVP6MtWrYw,0,,https://yt3.ggpht.com/ytc/AIdro_mA5iYFWQWr-erQfOrpRSPi7uAL1ykOBKRSbPBDp88Z1xyBT7Je5IKp6_AckwgwsDEc-Q=s88-c-k-c0x00ffffff-no-rj,False,1772094353.385293,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATgeE19zB9U,"From Bangladesh 🇧🇩 2026
Ramadan mubarak",1 day ago,@anamulhak3142,UCbVpp4D72Ku0mRo19571F9Q,0,,https://yt3.ggpht.com/ytc/AIdro_lqZZRWVeH6XqGcG2ZzeqBwu4JEmbDI7YNnRMhtqBHk1FvxA0I=s88-c-k-c0x00ffffff-no-rj,False,1772180753.38683,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95AThTYHoyhaa,🖐️,1 day ago,@greenvlog3517,UCVzPI-wlE7zEpLJyHXfuKXg,0,,https://yt3.ggpht.com/ytc/AIdro_loTmIHv6wVMIdyVMdlrlvHfY0avD7E0P7lJCFRBzQ=s88-c-k-c0x00ffffff-no-rj,False,1772180753.388321,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATjFLINAusv,10th day of Ramadan 2026,19 hours ago,@farouklawal4354,UCKTEuSwRxnt73OxChlzCrjA,0,,https://yt3.ggpht.com/ytc/AIdro_kcXEOu6k8h4vhd7TDiBQEyGlFlZxCRHzbQX8RkSVGKqSDE8MJMACx0THsWFFcXjtrIGA=s88-c-k-c0x00ffffff-no-rj,False,1772198753.389905,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATkWeEIuzKf,South africa welcome Ramadan,7 hours ago,@qalbiabdullahi8335,UCOQ5kZXxJq4wIqRsSd8tfGA,0,,https://yt3.ggpht.com/ytc/AIdro_mvbmvtFxUyBRDHt6pzK-6udxrL3hNnSIP6x_15fD0DmCEIoFN69S7wNlMnomFXNoTMQg=s88-c-k-c0x00ffffff-no-rj,False,1772241953.391447,https://www.youtube.com/watch?v=INIG636SnU4
UgyVZ_G2WTsKLXY5ybZ4AaABAg.ATMow5X2-95ATkgYzjKRtP,"From Canada, Ramadan Mubarak",6 hours ago,@MaryamWahedi-n5v,UCIg1lmxOJq1nw5AS9W-mXJA,0,,https://yt3.ggpht.com/ytc/AIdro_nQnix-VeJ6EdB4XIG9FFgrkb8_vpSDP2Ft1Cp8cNbPAPogyXsBLaYw96po1fV2IWNUFw=s88-c-k-c0x00ffffff-no-rj,False,1772245553.597636,https://www.youtube.com/watch?v=INIG636SnU4
UgzmUQb0el9h1RSFkn54AaABAg.A8G941L52iUA8OijWu3FL1,"Mashallah, welcome to the most beautiful religion, may Allah accept our good deeds and forgives our pas, present and future sins, Amen!",1 year ago,@boySanakara,UC5M6QvRyZ17rjRujkYqvkJg,105,,https://yt3.ggpht.com/ytc/AIdro_mN1c1vzIft5ypy_rAQYCalK0QVpe02f37xaOHq7l5Pqc43B_9OZn0V4qqeYf-bVp7yIQ=s88-c-k-c0x00ffffff-no-rj,False,1740731153.902003,https://www.youtube.com/watch?v=INIG636SnU4
UgzmUQb0el9h1RSFkn54AaABAg.A8G941L52iUACHAkj9bVyY, @boySanakara  ALLAHAHAHA !! 🤣🤪,1 year ago,@lionheart4552,UC31Ud_Be4w4J9itSMCUZegw,2,,https://yt3.ggpht.com/ytc/AIdro_lkPOsrvDQqRW1IdrsTSbatuRl6bfHbZoz57pi64zAnP98=s88-c-k-c0x00ffffff-no-rj,False,1740731153.90387,https://www.youtube.com/watch?v=INIG636SnU4
UgzmUQb0el9h1RSFkn54AaABAg.A8G941L52iUAHgJmqjUkxD," @boySanakara  When talking to an Arrogant Muslim:
Q. How many qurans?
A. One quran
Q. Is hafs quran a quran?
A. Yes
Q. Is warsh quran a quran?
A. Yes
Q. Is doori quran a quran?
A. Yes
Q. How many qurans?
A. One quran
Q. Are all qurans around the world same?
A. Yes
Q. Do the Sana manuscript and Birmingham manuscript have variants?
A. Yes
Q. Are qurans preserved word for word, letter for letter?
A. Yes
Q. In sura 37.12, one quran says ""you"", another ""I""?
A. They are different accents
Q. How many ahrufs did muhamad recite?
A. 7
Q. How many ahrufs did uthman destroy?
A. 6
Q. How many ahrufs today?
A. 7
Q. How many qiraats did muhamad recite?
A. None
Q. How many qiraats today?
A. 10, 15, 20, 50
Q. Is Bible preserved?
A. No
Q. Is muhamad prophesied in the Bible?
A. Yes
Q. Did muhamad marry a child?
A. No
Q. How old was aisha?
A. 6",9 months ago,@debodatta7398,UC3kS1ozVc8Kh2d0xZ2C3OzA,7,,https://yt3.ggpht.com/ytc/AIdro_mg1qKDSYIrJvkrgViD86AZsu5T0SfQxsrZgcat2QeZAVXw=s88-c-k-c0x00ffffff-no-rj,False,1748420753.906358,https://www.youtube.com/watch?v=INIG636SnU4
UgzmUQb0el9h1RSFkn54AaABAg.A8G941L52iUA8_Zhu4A9su,"Alhamdullilah, mashallah welcome brother/sister",1 year ago,@TI-R-ed,UCBvJ4EUlqwnd3pKkzZ8LKFg,18,,https://yt3.ggpht.com/ndIMQ-y1S6w4jKwmKRhyyWOmJ3JnKUmIvyAdiDDRdbd6z7fjXHH2BvG3AsZzagh7keCi2gde_qA=s88-c-k-c0x00ffffff-no-rj,False,1740731153.908009,https://www.youtube.com/watch?v=INIG636SnU4
UgzmUQb0el9h1RSFkn54AaABAg.A8G941L52iUA8ZcZzgnrib,machaallah,1 year ago,@chaimaziaour-ej3ey,UCtr0_y9xGSphLJRgxTs2QUg,13,,https://yt3.ggpht.com/zzNtFclqQF-grbpMmJEC2g_imr4FiYxnBuyCu4SAX5DpUL0u3Skqt8P-fbB_7nrzlAaH-tXk=s88-c-k-c0x00ffffff-no-rj,False,1740731153.909591,https://www.youtube.com/watch?v=INIG636SnU4
